Año,Mes,Día,Hora,Minuto,Segundo,Dato
2024,09,18,22,38,34,Movimiento Detectado
2024,09,18,22,38,37,Movimiento Detectado
2024,09,18,22,38,44,Movimiento Detectado
2024,09,18,22,38,45,Movimiento Detectado
2024,09,18,22,38,50,Movimiento Detectado
2024,09,18,22,38,54,Movimiento Detectado
2024,09,18,22,38,59,Movimiento Detectado
2024,09,18,22,39,03,Movimiento Detectado
2024,09,18,22,39,07,Movimiento Detectado
2024,09,18,22,39,08,Movimiento Detectado
2024,09,18,22,39,11,Movimiento Detectado
2024,09,18,22,39,12,Movimiento Detectado
2024,09,18,22,39,17,Movimiento Detectado
2024,09,18,22,39,22,Movimiento Detectado
2024,09,18,22,39,30,Movimiento Detectado
2024,09,18,22,39,36,Movimiento Detectado
2024,09,18,22,39,37,Movimiento Detectado
2024,09,18,22,39,42,Movimiento Detectado
2024,09,18,22,39,46,Movimiento Detectado
2024,09,18,22,39,50,Movimiento Detectado
2024,09,18,22,39,51,Movimiento Detectado
2024,09,18,22,39,55,Movimiento Detectado
2024,09,18,22,39,59,Movimiento Detectado
2024,09,18,22,40,04,Movimiento Detectado
2024,09,18,22,40,08,Movimiento Detectado
2024,09,18,22,40,13,Movimiento Detectado
2024,09,18,22,40,17,Movimiento Detectado
2024,09,18,22,40,18,Movimiento Detectado
2024,09,18,22,40,21,Movimiento Detectado
2024,09,18,22,40,25,Movimiento Detectado
2024,09,18,22,40,26,Movimiento Detectado
2024,09,18,22,40,29,Movimiento Detectado
2024,09,18,22,40,33,Movimiento Detectado
2024,09,18,22,40,34,Movimiento Detectado
2024,09,18,22,40,42,Movimiento Detectado
2024,09,18,22,40,46,Movimiento Detectado
2024,09,18,22,40,50,Movimiento Detectado
2024,09,18,22,40,51,Movimiento Detectado
2024,09,18,22,40,56,Movimiento Detectado
2024,09,18,22,40,57,Movimiento Detectado
2024,09,18,22,41,01,Movimiento Detectado
2024,09,18,22,41,02,Movimiento Detectado
2024,09,18,22,41,06,Movimiento Detectado
2024,09,18,22,41,10,Movimiento Detectado
2024,09,18,22,41,15,Movimiento Detectado
2024,09,18,22,41,16,Movimiento Detectado
2024,09,18,22,41,20,Movimiento Detectado
2024,09,18,22,41,25,Movimiento Detectado
2024,09,18,22,41,29,Movimiento Detectado
2024,09,18,22,41,30,Movimiento Detectado
2024,09,18,22,41,33,Movimiento Detectado
2024,09,18,22,41,34,Movimiento Detectado
2024,09,18,22,41,37,Movimiento Detectado
2024,09,18,22,41,38,Movimiento Detectado
2024,09,18,22,41,42,Movimiento Detectado
2024,09,18,22,41,46,Movimiento Detectado
2024,09,18,22,41,50,Movimiento Detectado
2024,09,18,22,41,55,Movimiento Detectado
2024,09,18,22,42,00,Movimiento Detectado
2024,09,18,22,42,04,Movimiento Detectado
2024,09,18,22,42,10,Movimiento Detectado
2024,09,18,22,42,13,Movimiento Detectado
2024,09,18,22,42,14,Movimiento Detectado
2024,09,18,22,42,17,Movimiento Detectado
2024,09,18,22,42,21,Movimiento Detectado
2024,09,18,22,42,27,Movimiento Detectado
2024,09,18,22,42,31,Movimiento Detectado
2024,09,18,22,42,35,Movimiento Detectado
2024,09,18,22,42,39,Movimiento Detectado
2024,09,18,22,42,42,Movimiento Detectado
2024,09,18,22,42,43,Movimiento Detectado
2024,09,18,22,42,46,Movimiento Detectado
2024,09,18,22,42,47,Movimiento Detectado
2024,09,18,22,42,50,Movimiento Detectado
2024,09,18,22,43,04,Movimiento Detectado
2024,09,18,22,43,05,Movimiento Detectado
2024,09,18,22,43,09,Movimiento Detectado
2024,09,18,22,43,14,Movimiento Detectado
2024,09,18,22,43,19,Movimiento Detectado
2024,09,18,22,43,20,Movimiento Detectado
2024,09,18,22,43,23,Movimiento Detectado
2024,09,18,22,43,25,Movimiento Detectado
2024,09,18,22,43,28,Movimiento Detectado
2024,09,18,22,43,32,Movimiento Detectado
2024,09,18,22,43,36,Movimiento Detectado
2024,09,18,22,43,42,Movimiento Detectado
2024,09,18,22,43,46,Movimiento Detectado
2024,09,18,22,43,47,Movimiento Detectado
2024,09,18,22,43,50,Movimiento Detectado
2024,09,18,22,43,55,Movimiento Detectado
2024,09,18,22,43,59,Movimiento Detectado
2024,09,18,22,44,03,Movimiento Detectado
2024,09,18,22,44,07,Movimiento Detectado
2024,09,18,22,44,11,Movimiento Detectado
2024,09,18,22,44,15,Movimiento Detectado
2024,09,18,22,44,16,Movimiento Detectado
2024,09,18,22,44,19,Movimiento Detectado
2024,09,18,22,44,26,Movimiento Detectado
2024,09,18,22,44,27,Movimiento Detectado
2024,09,18,22,44,30,Movimiento Detectado
2024,09,18,22,44,31,Movimiento Detectado
2024,09,18,22,44,36,Movimiento Detectado
2024,09,18,22,44,41,Movimiento Detectado
2024,09,18,22,44,48,Movimiento Detectado
2024,09,18,22,44,52,Movimiento Detectado
2024,09,18,22,45,00,Movimiento Detectado
2024,09,18,22,45,05,Movimiento Detectado
2024,09,18,22,45,09,Movimiento Detectado
2024,09,18,22,45,13,Movimiento Detectado
2024,09,18,22,45,18,Movimiento Detectado
2024,09,18,22,45,31,Movimiento Detectado
2024,09,18,22,45,32,Movimiento Detectado
2024,09,18,22,45,39,Movimiento Detectado
2024,09,18,22,45,43,Movimiento Detectado
2024,09,18,22,45,47,Movimiento Detectado
2024,09,18,22,45,52,Movimiento Detectado
2024,09,18,22,45,53,Movimiento Detectado
2024,09,18,22,45,57,Movimiento Detectado
2024,09,18,22,46,01,Movimiento Detectado
2024,09,18,22,46,06,Movimiento Detectado
2024,09,18,22,46,10,Movimiento Detectado
2024,09,18,22,46,14,Movimiento Detectado
2024,09,18,22,46,19,Movimiento Detectado
2024,09,18,22,46,23,Movimiento Detectado
2024,09,18,22,46,27,Movimiento Detectado
2024,09,18,22,46,31,Movimiento Detectado
2024,09,18,22,46,32,Movimiento Detectado
2024,09,18,22,46,35,Movimiento Detectado
2024,09,18,22,46,36,Movimiento Detectado
2024,09,18,22,46,41,Movimiento Detectado
2024,09,18,22,46,46,Movimiento Detectado
2024,09,18,22,46,51,Movimiento Detectado
2024,09,18,22,46,52,Movimiento Detectado
2024,09,18,22,46,55,Movimiento Detectado
2024,09,18,22,46,56,Movimiento Detectado
2024,09,18,22,47,00,Movimiento Detectado
2024,09,18,22,47,05,Movimiento Detectado
2024,09,18,22,47,09,Movimiento Detectado
2024,09,18,22,47,12,Movimiento Detectado
2024,09,18,22,47,13,Movimiento Detectado
2024,09,18,22,47,17,Movimiento Detectado
2024,09,18,22,47,23,Movimiento Detectado
2024,09,18,22,47,36,Movimiento Detectado
2024,09,18,22,47,42,Movimiento Detectado
2024,09,18,22,47,46,Movimiento Detectado
2024,09,18,22,47,47,Movimiento Detectado
2024,09,18,22,47,51,Movimiento Detectado
2024,09,18,22,47,52,Movimiento Detectado
2024,09,18,22,47,58,Movimiento Detectado
2024,09,18,22,47,59,Movimiento Detectado
2024,09,18,22,48,03,Movimiento Detectado
2024,09,18,22,48,04,Movimiento Detectado
2024,09,18,22,48,09,Movimiento Detectado
2024,09,18,22,48,13,Movimiento Detectado
2024,09,18,22,48,14,Movimiento Detectado
2024,09,18,22,48,18,Movimiento Detectado
2024,09,18,22,48,23,Movimiento Detectado
2024,09,18,22,48,26,Movimiento Detectado
2024,09,18,22,48,27,Movimiento Detectado
2024,09,18,22,48,31,Movimiento Detectado
2024,09,18,22,48,32,Movimiento Detectado
2024,09,18,22,48,36,Movimiento Detectado
2024,09,18,22,48,40,Movimiento Detectado
2024,09,18,22,48,44,Movimiento Detectado
2024,09,18,22,48,50,Movimiento Detectado
2024,09,18,22,48,58,Movimiento Detectado
2024,09,18,22,49,02,Movimiento Detectado
2024,09,18,22,49,03,Movimiento Detectado
2024,09,18,22,49,09,Movimiento Detectado
2024,09,18,22,49,13,Movimiento Detectado
2024,09,18,22,49,20,Movimiento Detectado
2024,09,18,22,49,24,Movimiento Detectado
2024,09,18,22,49,29,Movimiento Detectado
2024,09,18,22,49,33,Movimiento Detectado
2024,09,18,22,50,05,Movimiento Detectado
2024,09,18,22,50,08,Movimiento Detectado
2024,09,18,22,50,10,Movimiento Detectado
2024,09,18,22,50,15,Movimiento Detectado
2024,09,18,22,50,18,Movimiento Detectado
2024,09,18,22,50,19,Movimiento Detectado
2024,09,18,22,50,23,Movimiento Detectado
2024,09,18,22,50,24,Movimiento Detectado
2024,09,18,22,50,29,Movimiento Detectado
2024,09,18,22,50,34,Movimiento Detectado
2024,09,18,22,50,35,Movimiento Detectado
2024,09,18,22,50,40,Movimiento Detectado
2024,09,18,22,50,44,Movimiento Detectado
2024,09,18,22,50,45,Movimiento Detectado
2024,09,18,22,50,49,Movimiento Detectado
2024,09,18,22,50,53,Movimiento Detectado
2024,09,18,22,51,02,Movimiento Detectado
2024,09,18,22,51,03,Movimiento Detectado
2024,09,18,22,51,06,Movimiento Detectado
2024,09,18,22,51,14,Movimiento Detectado
2024,09,18,22,51,20,Movimiento Detectado
2024,09,18,22,51,25,Movimiento Detectado
2024,09,18,22,51,29,Movimiento Detectado
2024,09,18,22,51,30,Movimiento Detectado
2024,09,18,22,51,35,Movimiento Detectado
2024,09,18,22,51,40,Movimiento Detectado
2024,09,18,22,52,18,Movimiento Detectado
2024,09,18,22,52,30,Movimiento Detectado
2024,09,18,22,52,31,Movimiento Detectado
2024,09,18,22,52,34,Movimiento Detectado
2024,09,18,22,52,35,Movimiento Detectado
2024,09,18,22,52,38,Movimiento Detectado
2024,09,18,22,52,39,Movimiento Detectado
2024,09,18,22,52,42,Movimiento Detectado
2024,09,18,22,52,43,Movimiento Detectado
2024,09,18,22,52,58,Movimiento Detectado
2024,09,18,22,53,03,Movimiento Detectado
2024,09,18,22,53,08,Movimiento Detectado
2024,09,18,22,53,09,Movimiento Detectado
2024,09,18,22,53,14,Movimiento Detectado
2024,09,18,22,53,18,Movimiento Detectado
2024,09,18,22,53,21,Movimiento Detectado
2024,09,18,22,53,22,Movimiento Detectado
2024,09,18,22,53,27,Movimiento Detectado
2024,09,18,22,53,34,Movimiento Detectado
2024,09,18,22,53,38,Movimiento Detectado
2024,09,18,22,53,42,Movimiento Detectado
2024,09,18,22,53,46,Movimiento Detectado
2024,09,18,22,53,51,Movimiento Detectado
2024,09,18,22,53,55,Movimiento Detectado
2024,09,18,22,54,00,Movimiento Detectado
2024,09,18,22,54,04,Movimiento Detectado
2024,09,18,22,54,08,Movimiento Detectado
2024,09,18,22,54,12,Movimiento Detectado
2024,09,18,22,54,13,Movimiento Detectado
2024,09,18,22,54,16,Movimiento Detectado
2024,09,18,22,54,17,Movimiento Detectado
2024,09,18,22,54,22,Movimiento Detectado
2024,09,18,22,54,26,Movimiento Detectado
2024,09,18,22,54,32,Movimiento Detectado
2024,09,18,22,54,36,Movimiento Detectado
2024,09,18,22,54,40,Movimiento Detectado
2024,09,18,22,54,41,Movimiento Detectado
2024,09,18,22,54,44,Movimiento Detectado
2024,09,18,22,54,45,Movimiento Detectado
2024,09,18,22,54,49,Movimiento Detectado
2024,09,18,22,54,53,Movimiento Detectado
2024,09,18,22,54,54,Movimiento Detectado
2024,09,18,22,54,59,Movimiento Detectado
2024,09,18,22,55,00,Movimiento Detectado
2024,09,18,22,55,10,Movimiento Detectado
2024,09,18,22,55,20,Movimiento Detectado
2024,09,18,22,55,25,Movimiento Detectado
2024,09,18,22,55,29,Movimiento Detectado
2024,09,18,22,55,33,Movimiento Detectado
2024,09,18,22,55,34,Movimiento Detectado
2024,09,18,22,55,38,Movimiento Detectado
2024,09,18,22,55,42,Movimiento Detectado
2024,09,18,22,55,47,Movimiento Detectado
2024,09,18,22,55,51,Movimiento Detectado
2024,09,18,22,55,55,Movimiento Detectado
2024,09,18,22,55,56,Movimiento Detectado
2024,09,18,22,55,59,Movimiento Detectado
2024,09,18,22,56,08,Movimiento Detectado
2024,09,18,22,56,13,Movimiento Detectado
2024,09,18,22,56,14,Movimiento Detectado
2024,09,18,22,56,20,Movimiento Detectado
2024,09,18,22,56,24,Movimiento Detectado
2024,09,18,22,56,29,Movimiento Detectado
2024,09,18,22,56,35,Movimiento Detectado
2024,09,18,22,56,36,Movimiento Detectado
2024,09,18,22,56,41,Movimiento Detectado
2024,09,18,22,56,47,Movimiento Detectado
2024,09,18,22,56,52,Movimiento Detectado
2024,09,18,22,56,53,Movimiento Detectado
2024,09,18,22,56,57,Movimiento Detectado
2024,09,18,22,57,01,Movimiento Detectado
2024,09,18,22,57,06,Movimiento Detectado
2024,09,18,22,57,12,Movimiento Detectado
2024,09,18,22,57,17,Movimiento Detectado
2024,09,18,22,57,18,Movimiento Detectado
2024,09,18,22,57,22,Movimiento Detectado
2024,09,18,22,57,23,Movimiento Detectado
2024,09,18,22,57,27,Movimiento Detectado
2024,09,18,22,57,32,Movimiento Detectado
2024,09,18,22,57,36,Movimiento Detectado
2024,09,18,22,57,41,Movimiento Detectado
2024,09,18,22,57,46,Movimiento Detectado
2024,09,18,22,57,50,Movimiento Detectado
2024,09,18,22,57,53,Movimiento Detectado
2024,09,18,22,57,54,Movimiento Detectado
2024,09,18,22,57,58,Movimiento Detectado
2024,09,18,22,58,06,Movimiento Detectado
2024,09,18,22,58,11,Movimiento Detectado
2024,09,18,22,58,12,Movimiento Detectado
2024,09,18,22,58,15,Movimiento Detectado
2024,09,18,22,58,19,Movimiento Detectado
2024,09,18,22,58,24,Movimiento Detectado
2024,09,18,22,58,25,Movimiento Detectado
2024,09,18,22,58,29,Movimiento Detectado
2024,09,18,22,58,46,Movimiento Detectado
2024,09,18,22,58,50,Movimiento Detectado
2024,09,18,22,58,54,Movimiento Detectado
2024,09,18,22,58,58,Movimiento Detectado
2024,09,18,22,58,59,Movimiento Detectado
2024,09,18,22,59,08,Movimiento Detectado
2024,09,18,22,59,13,Movimiento Detectado
2024,09,18,22,59,17,Movimiento Detectado
2024,09,18,22,59,20,Movimiento Detectado
2024,09,18,22,59,21,Movimiento Detectado
2024,09,18,22,59,26,Movimiento Detectado
2024,09,18,22,59,32,Movimiento Detectado
2024,09,18,22,59,33,Movimiento Detectado
2024,09,18,22,59,37,Movimiento Detectado
2024,09,18,22,59,41,Movimiento Detectado
2024,09,18,22,59,44,Movimiento Detectado
2024,09,18,22,59,45,Movimiento Detectado
2024,09,18,22,59,49,Movimiento Detectado
2024,09,18,22,59,53,Movimiento Detectado
2024,09,18,22,59,54,Movimiento Detectado
2024,09,18,22,59,58,Movimiento Detectado
2024,09,18,23,00,03,Movimiento Detectado
2024,09,18,23,00,04,Movimiento Detectado
2024,09,18,23,00,09,Movimiento Detectado
2024,09,18,23,00,13,Movimiento Detectado
2024,09,18,23,00,17,Movimiento Detectado
2024,09,18,23,00,23,Movimiento Detectado
2024,09,18,23,00,25,Movimiento Detectado
2024,09,18,23,00,28,Movimiento Detectado
2024,09,18,23,00,29,Movimiento Detectado
2024,09,18,23,00,32,Movimiento Detectado
2024,09,18,23,00,36,Movimiento Detectado
2024,09,18,23,00,40,Movimiento Detectado
2024,09,18,23,00,41,Movimiento Detectado
2024,09,18,23,00,45,Movimiento Detectado
2024,09,18,23,00,50,Movimiento Detectado
2024,09,18,23,00,54,Movimiento Detectado
2024,09,18,23,00,59,Movimiento Detectado
2024,09,18,23,01,04,Movimiento Detectado
2024,09,18,23,01,08,Movimiento Detectado
2024,09,18,23,01,09,Movimiento Detectado
2024,09,18,23,01,13,Movimiento Detectado
2024,09,18,23,01,14,Movimiento Detectado
2024,09,18,23,01,19,Movimiento Detectado
2024,09,18,23,01,22,Movimiento Detectado
2024,09,18,23,01,23,Movimiento Detectado
2024,09,18,23,01,28,Movimiento Detectado
2024,09,18,23,01,32,Movimiento Detectado
2024,09,18,23,01,38,Movimiento Detectado
2024,09,18,23,01,43,Movimiento Detectado
2024,09,18,23,01,47,Movimiento Detectado
2024,09,18,23,01,50,Movimiento Detectado
2024,09,18,23,01,51,Movimiento Detectado
2024,09,18,23,01,55,Movimiento Detectado
2024,09,18,23,01,59,Movimiento Detectado
2024,09,18,23,02,00,Movimiento Detectado
2024,09,18,23,02,04,Movimiento Detectado
2024,09,18,23,02,05,Movimiento Detectado
2024,09,18,23,02,08,Movimiento Detectado
2024,09,18,23,02,09,Movimiento Detectado
2024,09,18,23,02,14,Movimiento Detectado
2024,09,18,23,02,18,Movimiento Detectado
2024,09,18,23,02,23,Movimiento Detectado
2024,09,18,23,02,24,Movimiento Detectado
2024,09,18,23,02,28,Movimiento Detectado
2024,09,18,23,02,36,Movimiento Detectado
2024,09,18,23,02,37,Movimiento Detectado
2024,09,18,23,02,40,Movimiento Detectado
2024,09,18,23,02,41,Movimiento Detectado
2024,09,18,23,02,47,Movimiento Detectado
2024,09,18,23,02,52,Movimiento Detectado
2024,09,18,23,02,53,Movimiento Detectado
2024,09,18,23,02,57,Movimiento Detectado
2024,09,18,23,03,02,Movimiento Detectado
2024,09,18,23,03,07,Movimiento Detectado
2024,09,18,23,03,14,Movimiento Detectado
2024,09,18,23,03,18,Movimiento Detectado
2024,09,18,23,03,22,Movimiento Detectado
2024,09,18,23,03,27,Movimiento Detectado
2024,09,18,23,03,31,Movimiento Detectado
2024,09,18,23,03,41,Movimiento Detectado
2024,09,18,23,03,42,Movimiento Detectado
2024,09,18,23,03,51,Movimiento Detectado
2024,09,18,23,03,52,Movimiento Detectado
2024,09,18,23,03,57,Movimiento Detectado
2024,09,18,23,04,02,Movimiento Detectado
2024,09,18,23,04,08,Movimiento Detectado
2024,09,18,23,04,11,Movimiento Detectado
2024,09,18,23,04,12,Movimiento Detectado
2024,09,18,23,04,17,Movimiento Detectado
2024,09,18,23,04,23,Movimiento Detectado
2024,09,18,23,04,27,Movimiento Detectado
2024,09,18,23,04,31,Movimiento Detectado
2024,09,18,23,04,32,Movimiento Detectado
2024,09,18,23,04,36,Movimiento Detectado
2024,09,18,23,04,40,Movimiento Detectado
2024,09,18,23,04,44,Movimiento Detectado
2024,09,18,23,04,48,Movimiento Detectado
2024,09,18,23,04,49,Movimiento Detectado
2024,09,18,23,04,52,Movimiento Detectado
2024,09,18,23,04,57,Movimiento Detectado
2024,09,18,23,05,02,Movimiento Detectado
2024,09,18,23,05,07,Movimiento Detectado
2024,09,18,23,05,11,Movimiento Detectado
2024,09,18,23,05,12,Movimiento Detectado
2024,09,18,23,05,15,Movimiento Detectado
2024,09,18,23,05,16,Movimiento Detectado
2024,09,18,23,05,20,Movimiento Detectado
2024,09,18,23,05,23,Movimiento Detectado
2024,09,18,23,05,24,Movimiento Detectado
2024,09,18,23,05,27,Movimiento Detectado
2024,09,18,23,05,28,Movimiento Detectado
2024,09,18,23,05,31,Movimiento Detectado
2024,09,18,23,05,32,Movimiento Detectado
2024,09,18,23,05,36,Movimiento Detectado
2024,09,18,23,05,40,Movimiento Detectado
2024,09,18,23,05,41,Movimiento Detectado
2024,09,18,23,05,44,Movimiento Detectado
2024,09,18,23,05,49,Movimiento Detectado
2024,09,18,23,05,53,Movimiento Detectado
2024,09,18,23,05,59,Movimiento Detectado
2024,09,18,23,06,04,Movimiento Detectado
2024,09,18,23,06,08,Movimiento Detectado
2024,09,18,23,06,14,Movimiento Detectado
2024,09,18,23,06,18,Movimiento Detectado
2024,09,18,23,06,22,Movimiento Detectado
2024,09,18,23,06,23,Movimiento Detectado
2024,09,18,23,06,27,Movimiento Detectado
2024,09,18,23,06,31,Movimiento Detectado
2024,09,18,23,06,32,Movimiento Detectado
2024,09,18,23,06,36,Movimiento Detectado
2024,09,18,23,06,40,Movimiento Detectado
2024,09,18,23,06,43,Movimiento Detectado
2024,09,18,23,06,44,Movimiento Detectado
2024,09,18,23,06,48,Movimiento Detectado
2024,09,18,23,06,53,Movimiento Detectado
2024,09,18,23,06,54,Movimiento Detectado
2024,09,18,23,06,59,Movimiento Detectado
2024,09,18,23,07,07,Movimiento Detectado
2024,09,18,23,07,11,Movimiento Detectado
2024,09,18,23,07,15,Movimiento Detectado
2024,09,18,23,07,25,Movimiento Detectado
2024,09,18,23,07,26,Movimiento Detectado
2024,09,18,23,07,30,Movimiento Detectado
2024,09,18,23,07,36,Movimiento Detectado
2024,09,18,23,07,39,Movimiento Detectado
2024,09,18,23,07,40,Movimiento Detectado
2024,09,18,23,07,43,Movimiento Detectado
2024,09,18,23,07,44,Movimiento Detectado
2024,09,18,23,07,48,Movimiento Detectado
2024,09,18,23,07,52,Movimiento Detectado
2024,09,18,23,07,53,Movimiento Detectado
2024,09,18,23,07,57,Movimiento Detectado
2024,09,18,23,08,01,Movimiento Detectado
2024,09,18,23,08,05,Movimiento Detectado
2024,09,18,23,08,06,Movimiento Detectado
2024,09,18,23,08,09,Movimiento Detectado
2024,09,18,23,08,10,Movimiento Detectado
2024,09,18,23,08,15,Movimiento Detectado
2024,09,18,23,08,20,Movimiento Detectado
2024,09,18,23,08,26,Movimiento Detectado
2024,09,18,23,08,27,Movimiento Detectado
2024,09,18,23,08,32,Movimiento Detectado
2024,09,18,23,08,38,Movimiento Detectado
2024,09,18,23,08,39,Movimiento Detectado
2024,09,18,23,08,43,Movimiento Detectado
2024,09,18,23,08,47,Movimiento Detectado
2024,09,18,23,08,51,Movimiento Detectado
2024,09,18,23,08,55,Movimiento Detectado
2024,09,18,23,08,59,Movimiento Detectado
2024,09,18,23,09,03,Movimiento Detectado
2024,09,18,23,09,07,Movimiento Detectado
2024,09,18,23,09,12,Movimiento Detectado
2024,09,18,23,09,31,Movimiento Detectado
2024,09,18,23,09,37,Movimiento Detectado
2024,09,18,23,09,38,Movimiento Detectado
2024,09,18,23,09,42,Movimiento Detectado
2024,09,18,23,09,46,Movimiento Detectado
2024,09,18,23,09,47,Movimiento Detectado
2024,09,18,23,09,52,Movimiento Detectado
2024,09,18,23,09,53,Movimiento Detectado
2024,09,18,23,09,56,Movimiento Detectado
2024,09,18,23,10,00,Movimiento Detectado
2024,09,18,23,10,01,Movimiento Detectado
2024,09,18,23,10,05,Movimiento Detectado
2024,09,18,23,10,11,Movimiento Detectado
2024,09,18,23,10,19,Movimiento Detectado
2024,09,18,23,10,20,Movimiento Detectado
2024,09,18,23,10,24,Movimiento Detectado
2024,09,18,23,10,29,Movimiento Detectado
2024,09,18,23,10,33,Movimiento Detectado
2024,09,18,23,10,39,Movimiento Detectado
2024,09,18,23,10,45,Movimiento Detectado
2024,09,18,23,10,46,Movimiento Detectado
2024,09,18,23,10,50,Movimiento Detectado
2024,09,18,23,10,54,Movimiento Detectado
2024,09,18,23,11,00,Movimiento Detectado
2024,09,18,23,11,05,Movimiento Detectado
2024,09,18,23,11,10,Movimiento Detectado
2024,09,18,23,11,11,Movimiento Detectado
2024,09,18,23,11,15,Movimiento Detectado
2024,09,18,23,11,19,Movimiento Detectado
2024,09,18,23,11,23,Movimiento Detectado
2024,09,18,23,11,28,Movimiento Detectado
2024,09,18,23,11,32,Movimiento Detectado
2024,09,18,23,11,36,Movimiento Detectado
2024,09,18,23,11,41,Movimiento Detectado
2024,09,18,23,11,48,Movimiento Detectado
